10 0 X Y 
10 1.0 119.965 98.2 
10 2.0 140.03 87.7 
10 3.0 -17.078715837972172 42.024534382883175 
10 4.0 9.6 -25.9 
10 5.0 68.32390033860929 47.80686707196968 
